relation,source,target
r_subdomain,Domain_78a81f35073bc428c7e4e79f0ae42b0142b51a4e7ffc7129762ae26e66bd50d3,Domain_b10f98a9b53806ccd3a5ee45676c7c09366545c5b12aa96955cde3953e7ad058
r_subdomain,Domain_bf0ab67b636287cee2c8d9e74d4ee7ccf3d82fd704f909e92e105a66e3090067,Domain_24846228bd383a33bf3bb13cc1c3448ea909955e8bf2784e4798aee61b1c29bb
r_cert,Domain_f6cd8e5757e24624e632006992fe4766fc1888f957d071143fbcc1df988537c4,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_3d17cb5d2b5f6142eea8fd0b43c4b0b23155f622724e25b3a5e7bc0a2998e881,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_subdomain,Domain_a28d6e656962a87e4b29a5d29fbac5b9eef4910d34cc095b271bd2e14de413bf,Domain_08e64903ff448ad392d7d38da77be883298177d12b22a436357c7f61a73071c7
r_cert,Domain_56e9479272b2262a3f2f1cfd50d708c96d0b96a5bf69a5cdae9300ad0b353813,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_369fce70c41af7c0adfe674633c5b54749cae1acaa1ddbc1806df32f93f5305d,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_3d17cb5d2b5f6142eea8fd0b43c4b0b23155f622724e25b3a5e7bc0a2998e881,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_subdomain,Domain_4fb2ba047c74b88b26c9067df19bacf53e794c61c787ffaa5a486570c28bf2bd,Domain_4fec81ec03dd45d4196ce9e70a2411fddb589435f49d79ed1ce7b97312ea4b04
r_cert,Domain_b7a32acda879b3c5bb3b3d7b62541267f0a4018681169e5401e639462590d49f,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_cert,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_c8274e885cdbe343a754d802962bbd5952d07e753052cbc54b6c29e8ff99ba38,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_477aa732833cd90dc832d39755e661814e649cfa6daf3d2a43f8b63ae45ab8dc,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_dadf2471d659388804f9a947cf78735f5c2070bb0156cb4f8efcba6da28ad28f,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_4436bad002679eb933fc3fc4cb11c4219cc78821c03c508b1d8390cc84585d45,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_c7db50a937614899e7d674d96805e98f194f5988f31ba4df0acac08dff7fcff0,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_a7e0b8be41009feb92af198560fe839f07f1e50c4904d248eeab51b80ecd845e,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_fc6db6cbd74d694300d9a7b0cad1041dd6194d0de44ade3d709d912b02983b2f,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_subdomain,Domain_fc6db6cbd74d694300d9a7b0cad1041dd6194d0de44ade3d709d912b02983b2f,Domain_878ee32c2edecb098118ac1ed8a778757aebeaa13c85f219a6e5a214b96a266d
r_cert,Domain_45bb77d0e64eb9029ec366d7dc103ac5af84496a086dbe4d8d7c4498ba89a0a0,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_f7a2c9e9efed756ef4db4e9d74faebaa1cef992355d47e351a3c38230872f03c,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_subdomain,Domain_70a5a47e93912543f53ea6fadb7b278d58b5e2223c4ca2b47854f151500334ac,Domain_ab06b0f5ee5b2499733a7c9ccb0aec2f951b938d4da225b60ee2c981e64ca4e9
r_cert,Domain_fae18a3f2ebdaf270b9c644c982cca07112cf89405a387cb94f76738186ab3dc,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_974f35a551eee9c2493751dbbcacbacce3b47ffe4fe89894917ec903751a8c94,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_477aa732833cd90dc832d39755e661814e649cfa6daf3d2a43f8b63ae45ab8dc,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_0e5303c47df6ee06a9b46e87279d0db47360b1c0ac049bcf65fcd1f401045121,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_subdomain,Domain_89e5f33dec4bb29ac27a9d74b62b3c4c7550cd826234ffbcd37aa9df3a9163af,Domain_45bb77d0e64eb9029ec366d7dc103ac5af84496a086dbe4d8d7c4498ba89a0a0
r_subdomain,Domain_4f0a1ec451b599b63567340ade3a0d575b072310d0d037bca6970fa035fd369f,Domain_ac34b490b5b0080dd947b82dcf0df4b7be10f1acb1bd53b2f5be73259a987a21
r_cert,Domain_a28d6e656962a87e4b29a5d29fbac5b9eef4910d34cc095b271bd2e14de413bf,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_632a74b20d3a373852cfd2daf97c3d8617493b64b05456e2fa86f1c60fb7f886,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_1ad3b856a00faf92f3d41c2f96be9d049041297556aaa3c881d8af3b1168a215,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_subdomain,Domain_4579610e77aa644a25a472546b214e123efd8faa5ebe2be0dcb289aea38ede7e,Domain_58f459a6dd97cdfeb7540ce99a30d061cc640dbc21ccb9eaaf54ceca577b0d55
r_cert,Domain_21ca889683ebd663af5b0d8dd252f0e06ae0a9410e42347d4289183901b553f9,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_762f7982d7b64910aa69e35dc13c855937bfb360b757cde9358ab249beaf7151,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_subdomain,Domain_4b60a20d16e67158c6e32cfdc0bce29fbf818a93dd4eb5d273f97c4c274e0386,Domain_477aa732833cd90dc832d39755e661814e649cfa6daf3d2a43f8b63ae45ab8dc
r_cert,Domain_f46a656a4114af2adc0929dfa83d87fbd2befb5a84eaff841ab42285e67f5861,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_cert,Domain_55e239fef012b0af98c53edcf6265ce3467fe520c4cab3d9ad557ac1ced8852f,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_9bc5189957bd5ef0c0f0c78379eb7c48f51986933e8279dc7203294541ce1a2c,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_c02ea74c1172f2011bd716f2d723895ad96abd5d140763a859f539efc14dbd74,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_569f28859782d5be95f251f65476be4a3a174664f005974536c01fb9dd5e9e9f,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_0452dfc35498e6681d9eac1ad5ac999a65c0dd4968dfe9cf240896220338dd40,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_subdomain,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,Domain_ec6c5dc691e616e2c7277ddf03b36cb6fac540ac241e8b0c9388e5b5adc3cc1c
r_subdomain,Domain_632a74b20d3a373852cfd2daf97c3d8617493b64b05456e2fa86f1c60fb7f886,Domain_6b62aef5660b632d90eed5ffa92037338bb6e9337f3cd4fc395caea6dab7ee12
r_subdomain,Domain_ebde7a221ec93baba418ffe471f78e8f150fc2f6f905f304b55440449868ebe5,Domain_0c05b4b999de3c3b6f1bbf12602e08473e6e4e1882930449410a9c3aecb97b65
r_cert,Domain_a376fe4e03d509fe1bb0a893431f853af102deb4b57f60762b3a1a8b8eda5380,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_cert,Domain_7a8837dcf8280c4829c32e62d4d46e24555eb487d1a6955c68363459861d4b81,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_subdomain,Domain_52c06776290c63557637ca890e0f00f6258cb81b292e1d566856f7133148f86d,Domain_7b81eb604b259fc0375ecb0a4d809926eb7990a27db922eef2c3509ba7b39c34
r_subdomain,Domain_407aa4f39ed75375fefa819071b77101aff1fc396d1edc074be9d3189a618649,Domain_b9d0a9161147fd6b77ff86e41e5f97cd2f1cc0ab59e29ceedecb8b321b3e1995
r_cert,Domain_c154326d0f42aaad9b058584d2e44f95b3930b7fec058e76a8e6f39cba275b52,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_subdomain,Domain_369fce70c41af7c0adfe674633c5b54749cae1acaa1ddbc1806df32f93f5305d,Domain_d09e8d3d5fe6bf3eaba10475e4ec3622db3d5dbe9a6204beb968d84825faa38a
r_cert,Domain_4a9b7fc2e28c597a0ae9d4ad3da4eb53655b100ec285c43104026d11c3a07b05,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_subdomain,Domain_b89ca040ed48625c8d66258bb3a15c75e5b149696edf2c2e992a4b5f926dd041,Domain_f8d5a8efaa4ed5d77266a9b29721e1ef9e125b6cbec9ae4d867ca73b031be818
r_cert,Domain_58f459a6dd97cdfeb7540ce99a30d061cc640dbc21ccb9eaaf54ceca577b0d55,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_cert,Domain_78fbdf3b2080766aca017c8c63e1784f5768a85bba92729921c41699c3e1257a,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_ab06b0f5ee5b2499733a7c9ccb0aec2f951b938d4da225b60ee2c981e64ca4e9,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_e78a3e82b4bf7759f7b32570f1adb4f9fa9e0ca5c8ef5515adf66d09b1a7e278,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_2c374c493c2b8477af0e75e3836e5e905e0d06de897a439d50189dc0a9730b86,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_b9d0a9161147fd6b77ff86e41e5f97cd2f1cc0ab59e29ceedecb8b321b3e1995,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_cert,Domain_4f0a1ec451b599b63567340ade3a0d575b072310d0d037bca6970fa035fd369f,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cidr,IP_8c2235f7cb908ecc15ac1f0e612710ad8023f043bd5849b43368775c51473c1a,IP_CIDR_421753e1f9d50442ad058315e2ab1ba76104ebc39764039f788257df5dc643d4
r_cert,Domain_16023ca575a5928cae1bedd9cc05931b6ee0b16b89b7d73b92a77edf9ba3504a,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_subdomain,Domain_cbce17d4539e71611b2a57e1b6ce9dece9ff8c5a689ed39031441c3964cfc560,Domain_339993bcdc8b1ee9986f7caec5823de0c6cc0ac98f3dee93bd19a4a41f0a9035
r_cert,Domain_24c25bdef6623fd988ec927f0128d68cfd7b8a09a0c459faaf67600f96a37773,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_8ae385b7dc3870bbb76e4bd5999d2a6e405d4204764735661c745ef66b52589f,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_c7db50a937614899e7d674d96805e98f194f5988f31ba4df0acac08dff7fcff0,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_cert,Domain_677def7b2648c461f1999e3df64aa3dc5785b6aecf695099494523b97521da7b,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cidr,IP_6a40dc56586f8898df1ac070dc6e630c047dbe00def1fcfe737c026a7f6b69fc,IP_CIDR_421753e1f9d50442ad058315e2ab1ba76104ebc39764039f788257df5dc643d4
r_subdomain,Domain_c02ea74c1172f2011bd716f2d723895ad96abd5d140763a859f539efc14dbd74,Domain_0316d820556f89b3798d4c439e477e32a8714c91ca5363d9797c84a702ca1bb8
r_cert,Domain_98cd79c84fa3d0310e9860c4ebfd81a7835ce6cabc09a3439f170f7437a5e015,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_d09e8d3d5fe6bf3eaba10475e4ec3622db3d5dbe9a6204beb968d84825faa38a,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_cert,Domain_0c6b6fd254461fd8286c99e9f8d8f6883fcd473268b4262fa14d57c24861940c,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_27fbf5de1513dffb18d8e8ca791ea4226539a1fae3e2a33aef46b08873182f6f,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_subdomain,Domain_fae18a3f2ebdaf270b9c644c982cca07112cf89405a387cb94f76738186ab3dc,Domain_687fd18e15f7bb60e5b8f13918ac74b74e75010e7206580a2e08ae46d066a7a8
r_cert,Domain_cf4a2e60f73247c4a9c9fdb1f01021c86baa21412ec9730d82a149f35c1ad198,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_3a0fb6e4a11a4d966d86d617e057d58f6e83e4efe8b09f6f0a98c181db51f4cb,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_08e64903ff448ad392d7d38da77be883298177d12b22a436357c7f61a73071c7,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_9f5d375ce37d4bd09537b3687446fe1d95861c82994b6b5518518ac3d9ad0edd,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_subdomain,Domain_c8274e885cdbe343a754d802962bbd5952d07e753052cbc54b6c29e8ff99ba38,Domain_06265ddc1c219ba2bdedff07dd27f44880ba0e6727bb9796687824eeb8a63941
r_cert,Domain_b89ca040ed48625c8d66258bb3a15c75e5b149696edf2c2e992a4b5f926dd041,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_d54f9fd5901ba5793b3e28a0edeec2cee4d53cd460a44ccdb37d1bd9ed598c1d,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_cert,Domain_ac34b490b5b0080dd947b82dcf0df4b7be10f1acb1bd53b2f5be73259a987a21,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_fc6db6cbd74d694300d9a7b0cad1041dd6194d0de44ade3d709d912b02983b2f,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_6b62aef5660b632d90eed5ffa92037338bb6e9337f3cd4fc395caea6dab7ee12,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_407aa4f39ed75375fefa819071b77101aff1fc396d1edc074be9d3189a618649,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_1fd546cd3529c751fa7c9dce275cfe5f382e4d1981adae846a587147fb4079db,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_cert,Domain_4b60a20d16e67158c6e32cfdc0bce29fbf818a93dd4eb5d273f97c4c274e0386,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_7a8837dcf8280c4829c32e62d4d46e24555eb487d1a6955c68363459861d4b81,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_0316d820556f89b3798d4c439e477e32a8714c91ca5363d9797c84a702ca1bb8,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_1e7808d89b5fd0f3027382a7f51d7349f46d194b87f799de92f8190f7f055320,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_subdomain,Domain_0e5303c47df6ee06a9b46e87279d0db47360b1c0ac049bcf65fcd1f401045121,Domain_34188bf98e2ae9f272e8c74322c071dff13b2797ec7230f08c275dc2a22de84c
r_cert,Domain_89e5f33dec4bb29ac27a9d74b62b3c4c7550cd826234ffbcd37aa9df3a9163af,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_498ebe23c2e7986118f1818051572258873b6e5668e4a095db51e6434df651a3,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_b20e21a5128b30a43f119be44175049ee6d1c86bfd03276032d0578fad683168,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_138d447f7a6ce28eb87dc703e06ac6ea9fc94baef862c0db6977f579c2cfe62e,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_fc33e2f86685cde06c13367d8661fad828d278c7994c3a14c36d6f1c2089a50c,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_677def7b2648c461f1999e3df64aa3dc5785b6aecf695099494523b97521da7b,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_27fbf5de1513dffb18d8e8ca791ea4226539a1fae3e2a33aef46b08873182f6f,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_08829f2dd6a178e7fb32613ad3938e74107882fe83e421ae0ed00312c3b7ef7d,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_34188bf98e2ae9f272e8c74322c071dff13b2797ec7230f08c275dc2a22de84c,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_cbce17d4539e71611b2a57e1b6ce9dece9ff8c5a689ed39031441c3964cfc560,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_subdomain,Domain_a376fe4e03d509fe1bb0a893431f853af102deb4b57f60762b3a1a8b8eda5380,Domain_887b7ef6953659a78d07f08d0b49dbaed307aca049a3a0cef3c7066c2fcf7dd6
r_subdomain,Domain_56e9479272b2262a3f2f1cfd50d708c96d0b96a5bf69a5cdae9300ad0b353813,Domain_834543fec17710a482004f108ca93201a2f21fc754e74302e23ca0395affd0a7
r_cert,Domain_42f4d9ead3d187271597934ac7ff2e720306516432483ba22b9f1ade6e74effd,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_275b78283130438def4d920f4eac734fc0903de55090a281f661588fb84da6e8,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_subdomain,Domain_d8cdda8908ff26ba17c364db9e4dc1dcd81fcdf6aafe735ed7aa1edbef4fdaa2,Domain_85d0ef1478f452523768b12de525ad8b93fad0098350a864528d7b81b63380a5
r_cert,Domain_0316d820556f89b3798d4c439e477e32a8714c91ca5363d9797c84a702ca1bb8,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_f8d5a8efaa4ed5d77266a9b29721e1ef9e125b6cbec9ae4d867ca73b031be818,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cert,Domain_6b62aef5660b632d90eed5ffa92037338bb6e9337f3cd4fc395caea6dab7ee12,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_subdomain,Domain_95e072274e8b95681d49d483dc073db153cc82e411f32a904c0086003b596224,Domain_275b78283130438def4d920f4eac734fc0903de55090a281f661588fb84da6e8
r_subdomain,Domain_a7e0b8be41009feb92af198560fe839f07f1e50c4904d248eeab51b80ecd845e,Domain_c76d41a905e8eaa742ad84d5d87e0c7623b4756f2494acedbfdc66f4efb571d6
r_cert,Domain_4fec81ec03dd45d4196ce9e70a2411fddb589435f49d79ed1ce7b97312ea4b04,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_cert,Domain_1ad3b856a00faf92f3d41c2f96be9d049041297556aaa3c881d8af3b1168a215,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_subdomain,Domain_d54f9fd5901ba5793b3e28a0edeec2cee4d53cd460a44ccdb37d1bd9ed598c1d,Domain_e998645a62e8b982112093acf8287631f58a999dafc6ed68f33c5c6ffa302183
r_subdomain,Domain_c7db50a937614899e7d674d96805e98f194f5988f31ba4df0acac08dff7fcff0,Domain_23b33bd0a96ccec60a124adca665ef443e5bca779c69b6eb47380dcbac350efe
r_cert,Domain_0c05b4b999de3c3b6f1bbf12602e08473e6e4e1882930449410a9c3aecb97b65,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
r_cert,Domain_ec6c5dc691e616e2c7277ddf03b36cb6fac540ac241e8b0c9388e5b5adc3cc1c,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_762f7982d7b64910aa69e35dc13c855937bfb360b757cde9358ab249beaf7151,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
