relation,source,target
r_dns_a,Domain_7a7a1b2e31ae1c205583b9a843ab81e52546afdb943c7c5f95acc9ca48ac3e1e,IP_4247b388c21ab3bb162e195ef863ba7bfcbc747857b489b911fc7e3cd1b734ad
r_dns_a,Domain_c7eb6637cba829bc5f4ac215f11791715fc638f8856b09bdb98450a224989f11,IP_4247b388c21ab3bb162e195ef863ba7bfcbc747857b489b911fc7e3cd1b734ad
r_dns_a,Domain_0b330552b817ee16c6a09c68d38b898858d0810d06762fcbb650469416bbe44a,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_cert,Domain_67b14144a8be24916d79e5d65d470684726c2527f00027c350832db813721962,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_bc37450172218d60b7d81b7ef0ea31ae25d7bf3b2d9fc2fa39d4868c069413bd,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_7e99c10617ef9ccba9bf0751204b52989f37f7820d330101f8df783a1184c24c,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_dec635f86b7c083bc91f33eebb99972e062368540b5b294e19a35460e44892a4,IP_64cb3d6e3a5bef52cd49bb0e870d4343e3f3b3d6a0bea978e9915ae635858023
r_cert,Domain_70f30b44988bd891609e6393045b4598582f2fa248890fdf0a7f69cf4a2f0b75,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_17fee8ce19cd3181640ed1eda9ca551e3f902a90cb6a37d5e50b69130d547b08,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_7bcc10f6a039efcce6d210c153c516c35d1c510ae1ca21d52e3e4017514c00ab,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_cert,Domain_1c3a2b1d7358407eecb839ed4345989bbf80bd9fe76bbe250ed9baceb8a1354c,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_1c3a2b1d7358407eecb839ed4345989bbf80bd9fe76bbe250ed9baceb8a1354c,IP_4247b388c21ab3bb162e195ef863ba7bfcbc747857b489b911fc7e3cd1b734ad
r_subdomain,Domain_70f30b44988bd891609e6393045b4598582f2fa248890fdf0a7f69cf4a2f0b75,Domain_dbf8d24bf53ac76b3e65fdbced0f5f988068a76f87b251b68f553168d80eec80
r_dns_a,Domain_a5bf74ea801f895d81559b7acbf95788ef41556c18e9ed07df8afc1982c8bac9,IP_4247b388c21ab3bb162e195ef863ba7bfcbc747857b489b911fc7e3cd1b734ad
r_dns_a,Domain_562754395b9b3e06b4a357a6f3c2e24bec7b03e39a3bdd8f35b006aef891c0e0,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_cert,Domain_71cfd6c0ca113f9ac4c9b537bb26be5cfa5c288e36990697bfdbea39b6bab7e4,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_9b92845046662b374f5014d8d6a7152ae96bf118e61d19b2b6d49e82c16640dd,Domain_8e9c4b4685a5b8385f31dc28e5f726a78cb5c731c0e810212de953aa5dcd883e
r_cname,Domain_066abaef6854a8a0360630a57df972f3e6f9af051fb00c0f2f06719a842b3468,Domain_d0e46b0d990cdc6127301390b680b2e948e0eb63186f9c4464861543005c8545
r_cert,Domain_7e4909447eba38fc29cda914e5b5ecb4e0563c08a57af101f0f2ce9ed1ecb9e6,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_20a48f55ff20d6cc6cdab70ab40dd305fe940fdd942b0f78026b07bfd40b30b7,IP_64cb3d6e3a5bef52cd49bb0e870d4343e3f3b3d6a0bea978e9915ae635858023
r_dns_a,Domain_d0194ab61955cbc9fc4f5812f2ee9ef93d284b9cae66284b6c6ff9d1bea56088,IP_64cb3d6e3a5bef52cd49bb0e870d4343e3f3b3d6a0bea978e9915ae635858023
r_cert,Domain_b0b19a36f5afc3198659406802ad100d363a0a75811a76a66600561744895d82,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_493f395caa99f589f7a576f80bdd89ca9105f3680e0b0c40accc1acd492d2650,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_cert,Domain_8cac97f68d0129875c56be466cf240803ee3740fc808350744354a7093ff743f,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cname,Domain_23c31525ba2c147d2f561ec9b0997fa6a73252039a7085ecb29b82ea4a0d26d9,Domain_d2061da89148f51225d2395fef76dfdc0f4a5a2269f006b4f5c3d5858f382dc0
r_cert,Domain_352277759d635f58f78c1314b1d8953859baaf2a5d76a76ba38e0f025c29b8dd,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_7bcc10f6a039efcce6d210c153c516c35d1c510ae1ca21d52e3e4017514c00ab,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_f3554b666038baffa5814c319d3053ee2c2eb30d31d0ef509a1a463386b69845,Cert_392d981eaf712a3ecb8553b3b90974d538e484bad7ccff19f6ef89d1b6456226
r_cert,Domain_2533a275cd6dd3d00c26060c770afe12fa9fd36b3d7826e0e8cc457fd422465a,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cname,Domain_adf951cdcba1a1fc127e010339053d19fb765440e03388cd4ab2729bd9edf4a1,Domain_7bcc10f6a039efcce6d210c153c516c35d1c510ae1ca21d52e3e4017514c00ab
r_cert,Domain_d2061da89148f51225d2395fef76dfdc0f4a5a2269f006b4f5c3d5858f382dc0,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_db06b8ecbe0a35621f1002feab46f5248bae488dde3ca130708fd628f20380af,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_dns_a,Domain_b7373d3eef5dda296cba8c3c646af0c8a96865b0103418bd28ab98f02ad9f9ea,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_cname,Domain_70f30b44988bd891609e6393045b4598582f2fa248890fdf0a7f69cf4a2f0b75,Domain_946f8e1790b8b568b2d04c60ca29260eeda3101add6aa44379a08a2c64a2a2a1
r_dns_a,Domain_23c31525ba2c147d2f561ec9b0997fa6a73252039a7085ecb29b82ea4a0d26d9,IP_4247b388c21ab3bb162e195ef863ba7bfcbc747857b489b911fc7e3cd1b734ad
r_cert,Domain_00952a81ae98fb412c877b0783dd7909c6e5471266fa6916d798e85f08bcc28c,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cname,Domain_5b3f7816040d64e5bfe23588c608a253da13ebc887ff41ca9131f4fc90707293,Domain_9e2ecde5b790d1c860f1f5c1e5342f7443c280a07284c040d3223e34c0cd940b
r_dns_a,Domain_6fd773a4c2b60c02d60dca2515bbc22fbbd6385f53e19e666018eb479b224c5c,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_cert,Domain_2ff185b104d8a92aed65558a0e097af4d723bb29fee6bbe7bfa437fe0eb4f34e,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_b6f566c1019f5e6dafe7d019c8eaf1c71ca4da5c07d4b057f99f73bfa106c1f6,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_cert,Domain_8e9c4b4685a5b8385f31dc28e5f726a78cb5c731c0e810212de953aa5dcd883e,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_9b137c5215788c8e66a5ea2d45c7ec3af81d5b1521610b166b109a6701324742,Cert_90251c3412b1d10fed822153d9877b1dcb2eed0b35c174b2b1f8b1a58de9bc7f
r_cert,Domain_72a7d238f99354c6b1860a3406a03fd827848ac719ebc5051fb0e17d07ef7bc8,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_5e8fc1ababddc799b0a5045ce102df515083d492572d86f514abfd9f2fb9ac49,IP_4247b388c21ab3bb162e195ef863ba7bfcbc747857b489b911fc7e3cd1b734ad
r_dns_a,Domain_b228e89da7bba4f4d49e8d498226cf979c446244eeb1b91b3ba1de5c6ca18b10,IP_4247b388c21ab3bb162e195ef863ba7bfcbc747857b489b911fc7e3cd1b734ad
r_cert,Domain_5b3f7816040d64e5bfe23588c608a253da13ebc887ff41ca9131f4fc90707293,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_d0194ab61955cbc9fc4f5812f2ee9ef93d284b9cae66284b6c6ff9d1bea56088,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_b962cddc3d902ea98b0bf033c69979c58324c1208c01319dc26a3f4d74cd244b,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_70f30b44988bd891609e6393045b4598582f2fa248890fdf0a7f69cf4a2f0b75,Domain_493f395caa99f589f7a576f80bdd89ca9105f3680e0b0c40accc1acd492d2650
r_cname,Domain_83df6a812a7675919db028d82da3cdf82f8ddbaf47246ec5eec69a732edb6a18,Domain_946f8e1790b8b568b2d04c60ca29260eeda3101add6aa44379a08a2c64a2a2a1
r_cname,Domain_493f395caa99f589f7a576f80bdd89ca9105f3680e0b0c40accc1acd492d2650,Domain_946f8e1790b8b568b2d04c60ca29260eeda3101add6aa44379a08a2c64a2a2a1
r_dns_a,Domain_c4844bf70050f2927c029642d10b791ad3747c44e088cf9a57ba63516c27fdfe,IP_64cb3d6e3a5bef52cd49bb0e870d4343e3f3b3d6a0bea978e9915ae635858023
r_dns_a,Domain_e604a42a003f47dd4b1f94d570472c0462ad825241690590183af9f3907d821f,IP_4247b388c21ab3bb162e195ef863ba7bfcbc747857b489b911fc7e3cd1b734ad
r_dns_a,Domain_dbf8d24bf53ac76b3e65fdbced0f5f988068a76f87b251b68f553168d80eec80,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_cert,Domain_8f3b15fe0efc197ff3c7ffa1a2542135250088bd796a27d052f92a797ba5585f,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_b620d83afb69a6bc30cbdc287b04166933a7f1676d30bae9043030e0ebbacc7f,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_cert,Domain_f2e6d0f4b1b835ae3df15ff356615bc4771a83585e913d81ccc7f733eaec729b,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cname,Domain_71cfd6c0ca113f9ac4c9b537bb26be5cfa5c288e36990697bfdbea39b6bab7e4,Domain_9642297dc85ab7aa5a5156f59b8280db2242e382bcdbe64fca34f748d5292394
r_subdomain,Domain_70f30b44988bd891609e6393045b4598582f2fa248890fdf0a7f69cf4a2f0b75,Domain_562754395b9b3e06b4a357a6f3c2e24bec7b03e39a3bdd8f35b006aef891c0e0
r_cert,Domain_db5c23811c505302eec160e7c88253a7cee024cbf8cc4d155aff7373744e2cf2,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_0ceffb790e533378ba942b0d3216688278c2cf3dac686a16b0187877522a031e,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_ce78640a956125aa2514696c64c35112a9d11504c39c585e502c3db29f800935,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_d93567bec89390f5313c32638a18b92f980ec06ee551783431b702edc4fc0ceb,IP_4247b388c21ab3bb162e195ef863ba7bfcbc747857b489b911fc7e3cd1b734ad
r_request_jump,Domain_6c58b4e54203c2c11533b919c6067d7fcb9cd64a0433d3d9e3cadac8d98d311c,Domain_37a06b1d4f05018cd2bb50647d0e24e9c9dc5c0dbaf61222c2db0367faa8bbc2
r_dns_a,Domain_00952a81ae98fb412c877b0783dd7909c6e5471266fa6916d798e85f08bcc28c,IP_4247b388c21ab3bb162e195ef863ba7bfcbc747857b489b911fc7e3cd1b734ad
r_subdomain,Domain_70f30b44988bd891609e6393045b4598582f2fa248890fdf0a7f69cf4a2f0b75,Domain_b7373d3eef5dda296cba8c3c646af0c8a96865b0103418bd28ab98f02ad9f9ea
r_cert,Domain_192f7854f387ffbda7f6526972a0b0cf0d9bb6cf6ccd1cb9e08b4aa33fb7139b,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_7e1e1bd7fc430a1df95297c6351f0004033cbe029814fd7b914132843815cf24,IP_64cb3d6e3a5bef52cd49bb0e870d4343e3f3b3d6a0bea978e9915ae635858023
r_cert,Domain_dec635f86b7c083bc91f33eebb99972e062368540b5b294e19a35460e44892a4,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cname,Domain_5e8fc1ababddc799b0a5045ce102df515083d492572d86f514abfd9f2fb9ac49,Domain_9642297dc85ab7aa5a5156f59b8280db2242e382bcdbe64fca34f748d5292394
r_dns_a,Domain_066abaef6854a8a0360630a57df972f3e6f9af051fb00c0f2f06719a842b3468,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_dns_a,Domain_f218b3e1c529953469d2efdee136c40ad514efed531a673592ed80f22198de8b,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_cname,Domain_6fc06b2926f3328bbf243831055edac55c314670b7f0485478b21f36b305c261,Domain_9e2ecde5b790d1c860f1f5c1e5342f7443c280a07284c040d3223e34c0cd940b
r_subdomain,Domain_807a8a1a5282607c2063a5b0365268b25f0f62d61741a3e25244840595f10dc3,Domain_f3554b666038baffa5814c319d3053ee2c2eb30d31d0ef509a1a463386b69845
r_cname,Domain_67b14144a8be24916d79e5d65d470684726c2527f00027c350832db813721962,Domain_946f8e1790b8b568b2d04c60ca29260eeda3101add6aa44379a08a2c64a2a2a1
r_cert,Domain_9a636d77a55f1fffd8761cf9c857c15e5c7fc22d343af842123b855ff1dd2e72,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cname,Domain_9b92845046662b374f5014d8d6a7152ae96bf118e61d19b2b6d49e82c16640dd,Domain_0b330552b817ee16c6a09c68d38b898858d0810d06762fcbb650469416bbe44a
r_dns_a,Domain_18e516ddb0bbd0f7304c8d2b1fb89b7f993024f9fd98b16a7df4de928bae6f32,IP_64cb3d6e3a5bef52cd49bb0e870d4343e3f3b3d6a0bea978e9915ae635858023
r_cert,Domain_bc9c0f77d9f87ea79b2f49a0f3079e7e93fbf06162d7cd89066ae95a18ce05cf,Cert_90251c3412b1d10fed822153d9877b1dcb2eed0b35c174b2b1f8b1a58de9bc7f
r_cert,Domain_55784fa8b203a4456ce7007b52bc78d362417871eabdf71ec223c71330b99d3b,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cname,Domain_dbf8d24bf53ac76b3e65fdbced0f5f988068a76f87b251b68f553168d80eec80,Domain_946f8e1790b8b568b2d04c60ca29260eeda3101add6aa44379a08a2c64a2a2a1
r_dns_a,Domain_0a1374dbb4fca2b6fa9e9da23c1654b15a5a5f4f57a6b60178d4b57480d6afa9,IP_64cb3d6e3a5bef52cd49bb0e870d4343e3f3b3d6a0bea978e9915ae635858023
r_dns_a,Domain_2533a275cd6dd3d00c26060c770afe12fa9fd36b3d7826e0e8cc457fd422465a,IP_64cb3d6e3a5bef52cd49bb0e870d4343e3f3b3d6a0bea978e9915ae635858023
r_cert,Domain_adf951cdcba1a1fc127e010339053d19fb765440e03388cd4ab2729bd9edf4a1,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_9b137c5215788c8e66a5ea2d45c7ec3af81d5b1521610b166b109a6701324742,Cert_392d981eaf712a3ecb8553b3b90974d538e484bad7ccff19f6ef89d1b6456226
r_dns_a,Domain_5b3f7816040d64e5bfe23588c608a253da13ebc887ff41ca9131f4fc90707293,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_cname,Domain_5d383719e06570bccb5b3e5372a1f54f7fce74cb15acf456a7ae82bdb6677b55,Domain_d2061da89148f51225d2395fef76dfdc0f4a5a2269f006b4f5c3d5858f382dc0
r_cert,Domain_db06b8ecbe0a35621f1002feab46f5248bae488dde3ca130708fd628f20380af,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_029950aa5f17200d8da0f3793f94182c25550d110ab34b13ed111f724894eaff,IP_4247b388c21ab3bb162e195ef863ba7bfcbc747857b489b911fc7e3cd1b734ad
r_cert,Domain_066abaef6854a8a0360630a57df972f3e6f9af051fb00c0f2f06719a842b3468,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_ce4174cda1ef73f4911d0208e5dbab7143de763816214c0166265aa9830019b8,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
